tconst	averageRating	numVotes
tt0102939	4.5	20
tt0102940	4.9	3768
tt0102941	5.1	12
tt0102943	7	21929
tt0102944	5.7	9
tt0102945	6.2	58480
tt0102946	7	29
tt0102947	8.6	25
tt0102948	3.7	26
tt0102949	4.2	38
tt0102951	6.6	16493
tt0102952	4.7	48
tt0102955	8	34
tt0102956	6.1	20
tt0102957	5.5	10
tt0102958	6.9	3807
tt0102960	5.7	10845
tt0102961	3.7	349
tt0102964	7	89
tt0102969	6.1	1892
tt0102972	4.6	16
tt0102973	6.7	13
tt0102974	6.4	44
tt0102975	7.2	76290
tt0102978	6.7	106
tt0102979	6.4	1164
tt0102982	6.7	685
tt0102983	4.2	18
tt0102984	6	8901
tt0102985	6.3	118
tt0102986	6.7	659
tt0102987	7.2	279
tt0102988	7.2	440
tt0102989	5.8	644
tt0102990	6.3	114
tt0102991	5.7	169
tt0102992	4.9	76
tt0102993	7.7	1087
tt0102994	4.6	840
tt0102995	4.7	144
tt0102996	5.4	2071
tt0102997	6.6	271
tt0102998	6.5	96
tt0103000	6.9	49
tt0103001	6.8	20
tt0103003	4.5	10374
tt0103004	6.8	14
tt0103005	6.2	68
tt0103006	4.5	457
tt0103007	5.6	5800
tt0103008	6.9	337
tt0103009	6.1	961
tt0103010	7.3	1589
tt0103011	5.3	57
tt0103014	6	157
tt0103015	5.9	302
tt0103016	5.8	9779
tt0103021	6.6	9
tt0103022	3.7	50
tt0103025	6.3	114
tt0103026	3.7	11
tt0103027	6.8	11
tt0103028	5.3	83
tt0103029	7.3	25
tt0103030	7	16065
tt0103031	6.8	6
tt0103033	5.9	78
tt0103035	6.4	8765
tt0103036	6	951
tt0103037	7.3	45
tt0103039	5.1	7107
tt0103040	7.4	10
tt0103041	8.4	10
tt0103042	6.7	482
tt0103044	6.7	1231
tt0103045	7.1	4197
tt0103055	4.9	332
tt0103056	7.6	24
tt0103057	4.8	269
tt0103060	6	56582
tt0103061	6.7	33
tt0103063	5.4	61
tt0103064	8.6	1090062
tt0103065	6.9	45
tt0103068	4.9	10
tt0103069	5.9	2808
tt0103070	7.8	92
tt0103074	7.5	155289
tt0103076	6.8	441
tt0103077	5.7	1616
tt0103078	7.2	1629
tt0103079	6.3	34
tt0103080	5.8	126
tt0103083	7.2	16
tt0103084	4.3	79
tt0103085	5.8	87
tt0103086	7.4	23
tt0103087	6.2	17
tt0103089	7.4	28
tt0103090	4.4	305
tt0103092	6.4	61
tt0103093	7.7	28
tt0103094	5.3	34
tt0103095	5.7	32
tt0103096	4.6	60
tt0103098	6.8	9
tt0103100	4.2	462
tt0103102	4.2	93
tt0103103	6.3	1671
tt0103104	4.9	62
tt0103105	7.5	5939
tt0103106	5.1	13
tt0103107	6.9	17
tt0103108	5.3	101
tt0103109	6.6	11
tt0103110	7.5	7386
tt0103111	4.8	1319
tt0103112	6.6	23283
tt0103114	5	28
tt0103116	5.3	2231
tt0103118	6.9	16
tt0103119	8.2	27
tt0103120	5.7	126
tt0103121	6	134
tt0103122	4.9	46
tt0103123	7.2	251
tt0103124	4.5	306
tt0103125	6.3	5389
tt0103126	5.8	30
tt0103127	7.5	15
tt0103128	5.1	1262
tt0103129	7.2	9423
tt0103130	7.4	11403
tt0103131	8	13
tt0103132	6.8	707
tt0103133	5.8	61
tt0103134	7.1	79
tt0103135	6.8	845
tt0103136	7	63
tt0103138	6	74
tt0103140	5.7	43
tt0103141	4.7	330
tt0103142	6.7	92
tt0103143	5.2	512
tt0103150	7.1	1087
tt0103152	7.4	35
tt0103153	6.7	41
tt0103154	6.4	66
tt0103155	6	18
tt0103156	6.6	20
tt0103157	4.7	1394
tt0103158	4.4	231
tt0103160	5.7	50
tt0103161	6.4	61
tt0103162	6.9	149
tt0103163	6.7	80
tt0103165	7.8	223
tt0103166	5.3	48
tt0103167	5.6	37
tt0103168	6.7	1325
tt0103170	6.6	189
tt0103173	8.5	16
tt0103174	7.9	38
tt0103175	6.8	47
tt0103176	7.6	3684
tt0103178	6.2	232
tt0103181	7	170
tt0103182	7.7	17
tt0103183	5.1	856
tt0103184	4.9	5231
tt0103186	7.1	3789
tt0103190	7.2	3063
tt0103192	4.5	440
tt0103194	4.8	85
tt0103195	5.6	21
tt0103196	7.3	15
tt0103197	6.3	35
tt0103198	6.2	18
tt0103199	7.8	12
tt0103200	6.4	249
tt0103202	5.1	8
tt0103203	7.2	899
tt0103204	3.9	400
tt0103205	5.3	483
tt0103206	4.7	38
tt0103207	5.9	399
tt0103208	5.5	21
tt0103211	5.6	12
tt0103212	6.4	12
tt0103213	3.5	544
tt0103216	6.8	47
tt0103217	5.3	9
tt0103218	6.6	679
tt0103219	6.7	23
tt0103220	7.2	25
tt0103223	6.7	858
tt0103224	6	199
tt0103225	6.1	72
tt0103227	6.7	31
tt0103228	4.8	615
tt0103229	6.8	27
tt0103230	5.8	9
tt0103231	7	76
tt0103233	6.1	28
tt0103235	8.3	56
tt0103237	4.5	18
tt0103238	6.6	17
tt0103239	5.9	8675
tt0103241	7	70061
tt0103242	5.8	831
tt0103243	6.3	2309
tt0103245	6.1	177
tt0103247	6.7	21166
tt0103248	5.8	169
tt0103249	6.2	132
tt0103250	5.2	89
tt0103251	6.5	8345
tt0103252	8.4	8
tt0103253	5.6	3894
tt0103254	7.4	16
tt0103258	6.4	437
tt0103259	4.7	33
tt0103260	6.7	26
tt0103262	7.1	5432
tt0103263	5.6	189
tt0103265	6.2	47
tt0103266	7	1416
tt0103267	4.5	51
tt0103269	5.2	81
tt0103271	6.5	97
tt0103272	7.6	956
tt0103273	2.2	580
tt0103275	6.3	270
tt0103276	5.5	28
tt0103278	2.9	619
tt0103280	4.9	215
tt0103281	6.2	147
tt0103282	7.1	463
tt0103284	5.5	309
tt0103285	7.2	18839
tt0103286	5.8	301
tt0103287	5	9
tt0103289	4.8	88
tt0103290	5.5	192
tt0103291	6.2	227
tt0103292	7	783
tt0103293	7.9	97
tt0103294	6	357
tt0103295	7.1	4486
tt0103296	6.5	1205
tt0103298	7.3	25
tt0103299	6.4	73
tt0103300	5.3	137
tt0103301	7.7	346
tt0103303	5.6	2741
tt0103304	6.4	42
tt0103305	7.3	829
tt0103306	6.4	35
tt0103307	6.2	227
tt0103308	5.4	20
tt0103309	5.9	53
tt0103311	7.4	1099
tt0103312	6.1	531
tt0103313	5.8	117
tt0103314	6.8	397
tt0103315	5.4	20
tt0103316	6.9	602
tt0103318	6.8	16
tt0103319	5.4	48
tt0103320	7.2	108
tt0103321	6.1	13
tt0103322	6.7	330
tt0103323	4.3	6
tt0103324	5.6	13
tt0103325	6.9	165
tt0103327	6.4	690
tt0103328	7	2646
tt0103329	6.2	41
tt0103330	6.2	73
tt0103331	5.5	28
tt0103332	6	163
tt0103333	6	100
tt0103334	5.6	127
tt0103336	3.2	661
tt0103337	7.2	1042
tt0103338	5.8	7
tt0103340	6.3	322
tt0103341	6.8	8
tt0103343	6.8	169
tt0103344	5.3	11
tt0103345	5.7	40
tt0103394	8.3	29
tt0103471	8.2	271
tt0103521	4	904
tt0103548	7.1	9
tt0103592	5.4	44
tt0103594	6.4	30708
tt0103595	7.3	1485
tt0103596	5.3	21920
tt0103598	6.5	59
tt0103599	5.1	12
tt0103601	6.9	2033
tt0103602	6.7	402
tt0103603	6.3	40
tt0103605	2	10
tt0103607	6.8	23
tt0103608	4.5	470
tt0103609	3.5	897
tt0103610	6	11
tt0103611	5.6	36
tt0103612	6.2	66
tt0103614	6.7	20
tt0103615	6.3	79
tt0103616	6.9	886
tt0103617	3.7	3006
tt0103618	8.4	13
tt0103619	6.1	46
tt0103620	5.3	42
tt0103621	4.8	1153
tt0103622	4.5	75
tt0103623	7.1	70
tt0103625	6.9	38
tt0103626	6.1	649
tt0103627	6.2	69
tt0103628	6.6	247
tt0103629	5.4	107
tt0103631	7.1	9
tt0103632	6.5	69
tt0103633	7.4	58
tt0103634	6.9	2932
tt0103635	6.8	33
tt0103636	5.8	15
tt0103638	5.8	129
tt0103639	8	416909
tt0103640	6.8	447
tt0103641	6.4	25
tt0103642	7.9	14
tt0103643	6.9	56
tt0103644	6.4	300353
tt0103645	6.5	36
tt0103646	6.7	20
tt0103647	4.5	28
tt0103648	6.6	25
tt0103649	10	6
tt0103651	5.7	13
tt0103653	4.8	70
tt0103655	4.9	136
tt0103658	7.7	89
tt0103659	9.3	14
tt0103660	5.5	36
tt0103661	4.4	9
tt0103662	7.5	6
tt0103664	5.2	43
tt0103666	5.5	484
tt0103667	5.9	24
tt0103668	5.8	126
tt0103669	7.4	56
tt0103670	6.7	3428
tt0103671	7.1	9567
tt0103672	5.5	8
tt0103673	6.8	245
tt0103674	3.7	247
tt0103675	6.4	117
tt0103676	4.3	55
tt0103679	8.8	8
tt0103681	5.7	167
tt0103682	4.9	230
tt0103684	5	10
tt0103689	6.6	332
tt0103690	4	343
tt0103691	5.8	56
tt0103693	6.8	33
tt0103698	6.9	316
tt0103699	7.6	389
tt0103701	7.1	22
tt0103703	5.6	42
tt0103704	7.5	6052
tt0103705	5.9	388
tt0103706	6.5	142
tt0103707	6.5	425
tt0103708	7.5	19
tt0103709	5.1	55
tt0103710	6.1	386
tt0103711	3	71
tt0103712	6.3	106
tt0103714	8.8	8
tt0103715	6.5	22
tt0103716	5.6	20
tt0103717	5	212
tt0103719	4	69
tt0103722	7	15
tt0103723	5.7	88
tt0103725	5.9	167
tt0103726	6.2	84
tt0103727	9	7
tt0103732	7.2	60
tt0103736	7.5	6
tt0103737	6	23
tt0103738	5.3	17
tt0103739	5	25
tt0103740	6.6	11
tt0103741	7	147
tt0103742	7.8	30
tt0103743	6.8	4161
tt0103744	5.4	117
tt0103745	5.4	66
tt0103746	6.8	518
tt0103747	5.9	11135
tt0103748	3.1	66
tt0103749	5.8	419
tt0103751	6.4	113
tt0103752	4.9	459
tt0103754	6.4	198
tt0103756	5.2	9
tt0103759	7	43605
tt0103760	6.6	354
tt0103761	5.4	558
tt0103762	7.7	25
tt0103763	4.5	220
tt0103764	6.3	119
tt0103767	8.5	39082
tt0103769	6.3	43
tt0103770	4.9	23
tt0103771	6.3	21
tt0103772	7	200421
tt0103773	4.8	3731
tt0103776	7.1	304918
tt0103777	6.6	560
tt0103778	5.9	167
tt0103779	5.9	28
tt0103780	7.8	24
tt0103781	8.8	8
tt0103782	6.4	158
tt0103783	5.8	5236
tt0103784	5.3	414
tt0103785	5.7	169
tt0103786	5.7	72043
tt0103787	7	639
tt0103788	7.4	50
tt0103789	4.7	26
tt0103790	6.6	791
tt0103791	7.1	10521
tt0103792	5.8	49
tt0103793	7.2	16794
tt0103794	4.2	196
tt0103795	4.8	40
tt0103796	5.8	153
tt0103798	7.6	7
tt0103799	7.2	62
tt0103800	6.7	1556
tt0103801	6.6	483
tt0103802	4.2	783
tt0103803	7.2	13
tt0103804	3.8	138
tt0103805	6.4	6944
tt0103806	6.2	131
tt0103807	5.8	14
tt0103808	6.1	52
tt0103810	6.7	23
tt0103811	3.3	278
tt0103812	4.5	1067
tt0103813	3.3	459
tt0103814	6.2	19
tt0103816	5.2	148
tt0103817	7.7	358
tt0103818	4.7	326
tt0103819	5.2	190
tt0103823	7.5	24
tt0103824	7.4	24
tt0103825	5	669
tt0103827	5.5	2728
tt0103828	7.3	14
tt0103829	6.2	14
tt0103830	6.3	62
tt0103831	6.1	340
tt0103832	6.6	54
tt0103833	5.3	22
tt0103834	4.8	140
tt0103835	4.4	155
tt0103836	3.4	224
tt0103837	6.3	530
tt0103838	7	2079
tt0103839	5	59
tt0103841	3.1	255
tt0103842	5.7	38
tt0103843	5.1	4501
tt0103844	6.4	131
tt0103845	6.3	178
tt0103848	5.2	1657
tt0103850	7	15176
tt0103851	3.5	334
tt0103852	5.1	329
tt0103853	2.4	35
tt0103854	3.5	222
tt0103855	6.3	134876
tt0103856	4.9	17
tt0103858	5.5	326
tt0103859	5.6	29722
tt0103860	7.3	38
tt0103862	7.7	9
tt0103864	6.1	105
tt0103866	5	11
tt0103867	4.5	216
tt0103868	7.5	15
tt0103871	7	11
tt0103872	6.9	4411
tt0103873	7.5	97764
tt0103874	7.4	217259
tt0103875	7	44
tt0103876	4.8	37
tt0103877	5.6	688
tt0103878	7	94
tt0103879	4.9	35
tt0103880	4.1	261
tt0103881	6.7	132
tt0103882	7.3	5648
tt0103884	7.1	19
tt0103886	6.5	130
tt0103888	7.5	4144
tt0103889	8.4	11
tt0103890	6.1	63
tt0103893	5.6	45284
tt0103894	2.8	472
tt0103895	6.3	12
tt0103896	6.7	138
tt0103898	5.1	1148
tt0103903	8.4	10
tt0103905	7.4	41279
tt0103907	4.3	753
tt0103909	5.6	70
tt0103912	6.5	115
tt0103913	5.8	129
tt0103914	5	67
tt0103916	5.3	20
tt0103917	4.5	180
tt0103919	6.7	91639
tt0103920	4.3	139
tt0103921	5.9	17
tt0103922	7.5	97
tt0103923	3.2	14161
tt0103924	5.8	21713
tt0103925	7.1	18
tt0103926	7	1885
tt0103927	3.4	2466
tt0103928	6.7	37
tt0103932	7	512
tt0103933	4.5	199
tt0103934	7.7	729
tt0103935	7.6	4759
tt0103936	4.9	469
tt0103937	7.1	154
tt0103938	6.9	60
tt0103939	7.5	58063
tt0103940	5.2	109
tt0103941	4.9	34
tt0103942	8.6	8
tt0103943	7.2	509
tt0103945	7.3	616
tt0103946	4.9	22
tt0103948	4.5	146
tt0103949	7	1033
tt0103950	6.3	11323
tt0103951	5.4	145
tt0103953	7.9	9
tt0103954	6.7	386
tt0103955	6.5	768
tt0103956	5.1	41837
tt0103957	4.6	1182
tt0103960	5.6	110
tt0103961	4.8	1454
tt0103962	4.4	3057
tt0103963	4.3	221
tt0103964	4.2	18
tt0103965	7.9	13
tt0103966	6.6	85
tt0103967	6.9	133
tt0103968	6.4	110
tt0103969	7.9	3329
tt0103970	5.4	291
tt0103971	7.9	481
tt0103972	6	9
tt0103973	7.1	1424
tt0103974	5.9	126
tt0103976	6.5	5265
tt0103977	5.1	1043
tt0103978	6	7707
tt0103980	5.6	51
tt0103982	5.1	998
tt0103984	7.4	365
tt0103985	6.4	52
tt0103988	7.7	274
tt0103991	5.4	1056
tt0103992	7.7	32
tt0103994	7.1	18050
tt0103995	8.5	24
tt0103997	5.9	375
tt0104000	6.7	9
tt0104001	6.2	84
tt0104003	5.6	310
tt0104004	6.7	24
tt0104005	7.7	38
tt0104006	5.7	7779
tt0104007	6.1	763
tt0104008	7.2	5334
tt0104009	4.8	23407
tt0104010	6.7	28
tt0104011	6.2	127
tt0104012	6.9	537
tt0104013	4.1	14
tt0104014	5.2	5098
tt0104016	4.2	76
tt0104018	6.5	182
tt0104019	4.5	154
tt0104020	6.5	720
tt0104021	5.7	353
tt0104023	5.3	145
tt0104025	6.8	1355
tt0104026	4.6	57
tt0104027	5.8	2048
tt0104028	7.8	3364
tt0104029	6.7	30658
tt0104030	6.2	886
tt0104032	4.1	58
tt0104033	6.1	525
tt0104034	7.6	24
tt0104035	4.9	158
tt0104036	7.2	55971
tt0104037	7.4	12
tt0104038	5.7	40
tt0104040	6.9	20743
tt0104041	6.6	26
tt0104042	4.2	6
tt0104044	8	6
tt0104045	6.4	458
tt0104046	7.6	4149
tt0104048	4.9	40
tt0104049	4.6	433
tt0104050	4.9	140
tt0104052	5.5	335
tt0104053	5.8	7351
tt0104054	7.8	895
tt0104055	2.8	165
tt0104056	7	28
tt0104057	6.7	2676
tt0104058	7.6	40
tt0104059	6.5	217
tt0104060	6.5	280
tt0104061	4.1	152
tt0104063	6.3	13
tt0104065	5.3	50
tt0104066	4.9	363
tt0104067	7.2	10
tt0104068	6.4	323
tt0104069	4.1	99
tt0104070	6.6	119548
tt0104071	5.4	81
tt0104072	3.9	621
tt0104073	6.9	11864
tt0104074	7	115
tt0104075	7.1	37
tt0104077	5.4	117
tt0104078	9.2	17
tt0104080	5.1	400
tt0104081	6.3	98
tt0104082	5.8	1169
tt0104087	4.3	242
tt0104088	5	392
tt0104089	6.1	276
tt0104090	5.7	240
tt0104091	5.7	62
tt0104092	3.7	35
tt0104093	5.5	55
tt0104094	5.3	117
tt0104095	4.3	20
tt0104096	3.7	26
tt0104097	5.5	214
tt0104098	7.3	314
tt0104099	6.8	209
tt0104100	6.8	481
tt0104101	5.7	153
tt0104102	7.9	49
tt0104103	6.8	185
tt0104104	7.6	15
tt0104105	6.2	850
tt0104106	5.7	218
tt0104107	6.9	7561
tt0104109	6.8	405
tt0104110	4.5	33
tt0104111	7.2	390
tt0104112	4.6	78
tt0104113	6	31
tt0104114	5.9	16197
tt0104115	5.5	1920
tt0104116	8.3	622
tt0104117	5.8	6
tt0104118	7	2312
tt0104119	4.7	3121
tt0104120	5.9	16
tt0104121	6	852
tt0104122	6	259
tt0104123	7.1	32
tt0104125	7.2	42
tt0104127	5.2	7
tt0104129	6.3	296
tt0104130	4.7	134
tt0104131	5.5	160
tt0104132	5.2	660
tt0104134	4.8	153
tt0104135	4	1800
tt0104136	5	164
tt0104137	4.1	210
tt0104138	7.4	22
tt0104139	5.2	6439
tt0104140	7.2	326
tt0104141	6.8	33
tt0104142	3.5	721
tt0104144	6.2	49
tt0104145	5.9	428
tt0104146	5.5	294
tt0104147	6.8	2509
tt0104148	6.2	33
tt0104149	6.4	355
tt0104150	7.5	13
tt0104151	5.5	16
tt0104154	5.4	208
tt0104155	6.2	5427
tt0104156	8.7	27
tt0104157	4.4	41
tt0104159	6.3	12
tt0104160	5.7	78
tt0104161	4.1	43
tt0104164	7	24
tt0104167	7.4	192
tt0104169	4.2	14
tt0104173	5.9	10
tt0104176	7.2	23
tt0104177	5.6	49
tt0104181	6.7	13480
tt0104182	3.4	29
tt0104183	4	247
tt0104184	4	232
tt0104186	5.3	46
tt0104187	5.8	41080
tt0104188	6.1	115
tt0104189	6.4	9
tt0104192	5.3	45
tt0104193	4.6	7
tt0104195	5.2	7
tt0104198	8.2	6
tt0104200	7.1	27
tt0104201	5.6	1306
tt0104202	6.6	17
tt0104204	5.3	119
tt0104205	5.5	14
tt0104207	5.7	67
tt0104209	6.6	96
tt0104211	6.8	24
tt0104212	5.4	161
tt0104213	6.4	70
tt0104214	5.5	127
tt0104215	5.3	1380
tt0104216	4.6	131
tt0104217	8.5	10
tt0104218	4.1	193
tt0104219	6.1	67
tt0104220	7.6	12
tt0104222	7.6	13
tt0104224	7.2	126
tt0104225	5.5	674
tt0104227	5.3	86
tt0104228	7.4	371
tt0104229	6.8	49
tt0104230	5.5	48
tt0104231	6.6	64362
tt0104232	7.4	10
tt0104233	3.9	263
tt0104235	5.7	218
tt0104236	5.6	160
tt0104237	6.7	18581
tt0104238	6.7	9
tt0104239	6.3	251
tt0104240	4.9	831
tt0104242	5.9	349
tt0104243	4.8	19
tt0104244	6.2	194
tt0104245	6.1	94
tt0104246	5.6	111
tt0104247	7.6	67
tt0104249	6.9	66
tt0104252	5.7	371
tt0104253	5.4	30
tt0104254	6.5	30823
tt0104255	7.3	299
tt0104256	7.4	8
tt0104257	7.7	264184
tt0104258	7.1	20
tt0104260	4.2	112
tt0104261	6	150
tt0104262	7.3	54
tt0104263	7.3	384
tt0104264	6.7	14
tt0104265	5.9	14447
tt0104266	5.5	90
tt0104267	4.6	598
tt0104270	6.9	223
tt0104271	5.5	23
tt0104273	5.5	87
tt0104274	6.8	25
tt0104275	7.3	536
tt0104276	8.1	21
tt0104277	5.4	30
tt0104279	5.6	4804
tt0104283	5.6	2658
tt0104284	7.2	135
tt0104285	8	3311
tt0104286	6.4	197
tt0104287	7.1	28
tt0104288	6.1	659
tt0104289	5.6	107
tt0104290	4.1	143
tt0104291	6.3	47802
tt0104292	4.3	8
tt0104293	5.6	223
tt0104298	5.2	751
tt0104299	5.4	16429
tt0104300	6.8	115
tt0104302	5.8	447
tt0104303	8.6	18
tt0104304	5.9	40
tt0104305	7	730
tt0104306	7.6	38
tt0104307	7.2	225
tt0104308	6.3	60
tt0104309	3.3	542
tt0104310	6.8	97
tt0104311	5.6	149
tt0104312	8	38
tt0104315	6.1	58
tt0104316	5.2	157
tt0104317	5.8	23
tt0104318	6.3	39
tt0104319	5.9	797
tt0104320	5.2	42
tt0104321	6.6	4146
tt0104322	6	729
tt0104323	5.9	67
tt0104327	6.1	39
tt0104329	7.8	5
tt0104330	7.2	255
tt0104332	6.3	85
tt0104333	6.4	8
tt0104334	4.4	77
tt0104335	3.6	67
tt0104336	7.1	68
tt0104337	7.7	12
tt0104338	5.3	341
tt0104339	5	29
tt0104341	7.1	27
tt0104342	5.8	120
tt0104343	8.5	242
tt0104344	5.8	49
tt0104346	6.5	9512
tt0104347	7.3	91
tt0104348	7.7	105755
tt0104349	4.6	471
tt0104350	7.7	3267
tt0104351	6.9	227
tt0104352	6.1	4916
tt0104355	4.5	113
tt0104356	5.9	80
tt0104357	7.4	97
tt0104359	6.2	76
tt0104360	6.4	142
tt0104362	6.4	2693
tt0104363	4.3	386
tt0104364	6.4	74
tt0104365	5.5	518
tt0104366	5.9	38
tt0104367	4.6	19
tt0104369	8.3	26
tt0104370	8	46
tt0104371	7.3	13
tt0104372	7.5	10
tt0104373	7.4	357
tt0104374	7.8	92
tt0104376	5	1716
tt0104377	5.5	2472
tt0104379	7.2	351
tt0104380	4.5	244
tt0104381	5.4	5
tt0104382	5.6	578
tt0104383	7.2	58
tt0104385	3.3	12
tt0104386	9	9
tt0104388	5.1	20
tt0104389	6.7	44676
tt0104391	4.1	1202
tt0104392	6.3	186
tt0104394	5.8	59
tt0104395	6.3	31
tt0104397	8.2	24
tt0104398	6.3	17
tt0104399	7.6	24
tt0104400	5.4	684
tt0104402	5.9	354
tt0104403	7.2	408
tt0104404	5	182
tt0104405	5	196
tt0104409	5.5	31682
tt0104410	3.3	11
tt0104411	6.8	580
tt0104412	6.5	22687
tt0104413	5.5	106
tt0104414	6.5	165
tt0104415	6.9	410
tt0104416	7.2	7
tt0104417	6.5	114
tt0104418	5.9	4801
tt0104420	6.4	56
tt0104423	5.6	206
tt0104426	5.8	33
tt0104427	6.6	23546
tt0104428	5.9	555
tt0104431	6.8	352120
tt0104432	5.8	29
tt0104433	5	181
tt0104435	6.7	90
tt0104436	7.3	23
tt0104437	4.8	44560
tt0104438	5.8	18272
tt0104439	8.8	23
tt0104441	3.5	195
tt0104442	8.6	32
tt0104443	4.8	249
tt0104444	4.3	206
tt0104445	6.9	180
tt0104446	8.8	26
tt0104448	6.4	779
tt0104450	5.8	77
tt0104451	6.8	300
tt0104452	6.1	25331
tt0104454	7.4	32823
tt0104455	5.6	255
tt0104456	5.9	63
tt0104457	5.5	185
tt0104458	5.1	184
tt0104459	5.9	178
tt0104460	5.8	80
tt0104461	6.6	162
tt0104462	5.1	41
tt0104463	4.2	86
tt0104464	7.9	32
tt0104465	5.5	34
tt0104466	7.5	29532
tt0104467	7.4	1149
tt0104468	4.4	10
tt0104469	5.9	361
tt0104470	6.4	157
tt0104471	5.8	98
tt0104472	7.9	36
tt0104473	6.2	724
tt0104474	6.8	14
tt0104475	7.3	185
tt0104481	5.8	40
tt0104483	6.2	244
tt0104485	5	330
tt0104487	3.9	260
tt0104489	6.3	199
tt0104490	8.7	23
tt0104491	6.3	158
tt0104492	7.7	14
tt0104493	6.2	119
tt0104494	4.5	29
tt0104495	4.9	222
tt0104496	7	459
tt0104497	5.2	680
tt0104498	5.3	285
tt0104499	5.1	252
tt0104500	5.7	136
tt0104501	5.8	153
tt0104502	5.9	78
tt0104503	7.1	3952
tt0104504	7.6	1229
tt0104505	6.1	525
tt0104506	5	121
tt0104507	7	10160
tt0104508	6.7	74
tt0104509	7.2	147
tt0104510	7	350
tt0104511	6.2	10321
tt0104514	6.6	64
tt0104515	2.7	386
tt0104516	4.8	698
tt0104517	8.2	7
tt0104518	4.2	246
tt0104519	5.4	345
tt0104520	7.2	138
tt0104521	5.1	919
tt0104522	7	2981
tt0104525	4	279
tt0104527	6.6	400
tt0104528	7.5	10
tt0104530	3.3	491
tt0104531	8	113
tt0104533	4.6	22
tt0104534	6.9	2681
tt0104535	5.8	23
tt0104536	6.2	377
tt0104537	7.9	172
tt0104538	6.8	63
tt0104540	4.4	163
tt0104543	7.4	66
tt0104545	6.4	13920
tt0104546	6.5	32
tt0104547	7.2	16
tt0104548	4.5	200
tt0104549	6.3	17172
tt0104550	6	1657
tt0104551	4.4	85
tt0104552	6.1	23
tt0104553	7.2	2301
tt0104554	5.2	44
tt0104556	7.7	386
tt0104557	5.4	19
tt0104558	6.9	21869
tt0104559	5.8	300
tt0104560	4.9	204
tt0104561	8.2	23412
tt0104562	5.8	14
tt0104563	6.8	201
tt0104564	6.4	283
tt0104565	8.1	40
tt0104567	5.8	4205
tt0104568	6.1	796
tt0104569	7.2	97
tt0104570	5.3	396
tt0104571	5.2	85
tt0104572	5.8	420
tt0104573	7	27472
tt0104574	5.7	33
tt0104575	6.3	1178
tt0104576	6	517
tt0104577	6.3	63
tt0104579	6.9	161
tt0104580	6.9	58
tt0104581	5.5	2862
tt0104584	5.4	75
tt0104586	6.9	43
tt0104587	7	292
tt0104588	5.3	127
tt0104589	6	28
tt0104592	4.8	117
tt0104593	7	52
tt0104594	4.5	40
tt0104595	8.4	9
tt0104596	5.6	41
tt0104597	8.3	600
tt0104598	3.8	33
tt0104599	5.8	72
tt0104600	5.3	36
tt0104601	5.8	92
tt0104602	7.2	2087
tt0104604	7.3	905
tt0104605	7.2	8192
tt0104606	7.2	337
tt0104607	6.5	2060
tt0104609	4.1	3341
tt0104610	3.7	56
tt0104612	6.5	1017
tt0104613	4.5	263
tt0104614	7	45
tt0104615	7.3	195
tt0104616	6.3	136
tt0104617	6.9	138
tt0104619	8	26
tt0104621	6.3	88
tt0104622	5.3	195
tt0104623	5.6	69
tt0104627	6.1	8697
tt0104628	7.8	6
tt0104629	5.8	117
tt0104632	5.1	21
tt0104633	6.1	100
tt0104636	5.9	14
tt0104638	7.3	35
tt0104640	6.9	99
tt0104641	6.8	107
tt0104642	5.5	815
tt0104643	6.2	120
tt0104644	5.5	31
tt0104645	5.9	654
tt0104646	6.9	20
tt0104647	5.9	10992
tt0104648	5.2	25
tt0104649	8.4	11
tt0104651	6.9	517
tt0104652	7.7	89915
tt0104654	7.7	135
tt0104655	6.2	138
tt0104657	6.6	34
tt0104658	7.2	2026
tt0104659	5.1	18
tt0104660	3.2	29
tt0104661	6.9	56
tt0104662	7.4	3848
tt0104663	7.6	2708
tt0104665	5.4	73
tt0104667	5	594
tt0104668	7.2	85
tt0104669	6.4	45
tt0104670	5.4	9921
tt0104671	5.2	182
tt0104672	7.5	141
tt0104673	5.2	256
tt0104674	7.5	84
tt0104675	6.7	96
tt0104676	5.4	43
tt0104677	6.9	12
tt0104678	5	107
tt0104681	6.5	57
tt0104682	6.1	257
tt0104683	2.4	296
tt0104684	7.7	50837
tt0104685	6.6	938
tt0104686	8.8	21
tt0104687	7	139
tt0104689	7.2	48
tt0104690	6.9	566
tt0104691	7.7	170316
tt0104692	5.4	36481
tt0104693	6.7	1094
tt0104694	7.3	109714
tt0104695	6.1	13444
tt0104696	4.3	640
tt0104697	6.5	1510
tt0104700	5.7	76
tt0104701	4.2	205
tt0104702	1.9	401
tt0104703	8.5	16
tt0104705	6	51
tt0104706	8	6080
tt0104710	5.7	549
tt0104713	4.1	21
tt0104714	6.7	169000
tt0104715	5.3	12
tt0104717	7.1	21
tt0104718	5.6	14
tt0104719	5.3	225
tt0104720	4.6	187
tt0104721	4.5	88
tt0104722	5.1	48
tt0104723	7	8
tt0104727	3.8	62
tt0104728	5.6	21
tt0104729	7.1	21
tt0104732	7	301
tt0104733	7.3	16
tt0104735	5.1	228
tt0104737	7.2	69
tt0104739	5.9	183
tt0104741	5.5	334
tt0104743	5.6	3630
tt0104744	5	147
tt0104745	6.5	3366
tt0104747	6.2	130
