tconst	averageRating	numVotes
tt0157733	6.4	235
tt0157740	7.8	13
tt0157762	7.3	7
tt0157767	8.5	22
tt0157768	7.1	9
tt0157771	6.3	48
tt0157828	7.4	92
tt0157829	7.6	23
tt0157857	6	30
tt0157865	7.8	8
tt0157867	6	65
tt0157870	5.6	10
tt0157871	4.5	418
tt0157872	5.4	106
tt0157876	5.4	15
tt0157883	8.1	37
tt0157892	6.8	86
tt0157895	6.2	29
tt0157896	6.8	18
tt0157901	6.7	65
tt0157903	7.3	25
tt0157905	6.4	20
tt0157913	5.9	392
tt0157919	8.4	26
tt0157938	7.6	303
tt0157942	7.4	18
tt0157962	6.6	40
tt0157968	5.6	9
tt0157978	8	84
tt0157984	4.8	144
tt0157990	6.4	921
tt0157992	3.6	569
tt0158009	7.2	27
tt0158011	4.4	1542
tt0158012	6.9	30
tt0158023	8.2	8
tt0158025	8.7	11
tt0158030	6.8	4155
tt0158049	4.3	293
tt0158051	6.6	545
tt0158072	6.7	35
tt0158079	8.2	5
tt0158087	6.3	40
tt0158088	7.3	105
tt0158093	6	32
tt0158117	6.2	717
tt0158123	7.6	12
tt0158130	7.5	14
tt0158131	6.8	4015
tt0158148	8.5	9
tt0158150	8.2	115
tt0158153	6.9	29
tt0158154	6	196
tt0158187	7.2	18
tt0158193	6.3	20
tt0158194	5.9	55
tt0158206	7.2	32
tt0158208	8	974
tt0158221	6.1	556
tt0158223	6.3	15
tt0158232	5.5	30
tt0158238	1.8	6
tt0158242	3.7	497
tt0158244	5	10
tt0158253	8.3	36
tt0158255	8.8	43
tt0158256	6.7	617
tt0158269	8.9	10
tt0158271	1.7	72
tt0158273	8.6	210
tt0158274	7.6	84
tt0158277	6.5	62
tt0158279	6.7	9
tt0158296	7.6	14
tt0158302	6.8	2747
tt0158311	7.2	15
tt0158351	4.5	34
tt0158353	6.5	217
tt0158355	7.1	40
tt0158369	5.5	773
tt0158371	7.2	35303
tt0158409	4.1	2975
tt0158423	5	1351
tt0158430	5.8	9
tt0158438	6	169
tt0158440	5.9	322
tt0158445	4.5	149
tt0158446	6.6	554
tt0158456	5.3	16
tt0158459	6.5	18
tt0158463	5.9	101
tt0158470	4.6	744
tt0158478	6.4	18
tt0158483	4.7	139
tt0158489	6.8	558
tt0158493	6.2	11341
tt0158501	4.7	230
tt0158504	5.6	79
tt0158515	6.7	36
tt0158519	4.6	15
tt0158525	5.4	120
tt0158537	5.6	96
tt0158539	6	315
tt0158541	7.7	69
tt0158545	8	8
tt0158550	8.8	175
tt0158571	8	29
tt0158572	7.2	15
tt0158583	6.4	2757
tt0158598	5.2	19
tt0158602	6.2	31
tt0158607	3.8	83
tt0158609	3.6	323
tt0158614	5.4	27
tt0158616	7.9	18
tt0158618	5.6	109
tt0158621	8	11
tt0158627	6.6	29
tt0158659	7.8	25
tt0158660	6.6	110
tt0158666	5.4	303
tt0158668	8.8	12
tt0158671	5.2	633
tt0158689	6.9	13
tt0158692	6.9	2731
tt0158693	5.3	82
tt0158694	6.2	73
tt0158696	5.6	93
tt0158703	5.4	10
tt0158704	7.2	12
tt0158708	4.4	299
tt0158713	4.5	14
tt0158716	6.9	9
tt0158717	5.8	580
tt0158719	5.7	181
tt0158720	6.2	25
tt0158725	6.8	21
tt0158728	6.7	20
tt0158762	7.6	14
tt0158776	3.8	14
tt0158779	5	66
tt0158780	4	217
tt0158781	7.1	18
tt0158789	6.5	67
tt0158792	6	206
tt0158794	4.1	52
tt0158811	6.2	19695
tt0158814	8.3	771
tt0158818	6.4	9
tt0158831	6.9	280
tt0158833	6.5	258
tt0158837	6.6	9
tt0158838	8.7	10
tt0158839	7.2	38
tt0158846	7.3	37
tt0158855	7.4	166
tt0158870	3.4	31
tt0158905	3.6	145
tt0158906	8.2	5
tt0158912	7.7	6
tt0158920	5.9	80
tt0158935	6.9	65
tt0158937	6	318
tt0158950	6.5	12
tt0158958	6.5	242
tt0158962	6.7	366
tt0158969	6.2	16
tt0158983	7.7	204952
tt0158984	5.8	32
tt0158996	5.6	9
tt0158999	5	25
tt0159007	3	61
tt0159015	4.4	6
tt0159016	8.1	156
tt0159031	5.1	107
tt0159037	5.7	115
tt0159052	6.1	97
tt0159060	3.3	245
tt0159062	5.2	6
tt0159086	7.8	195
tt0159095	6.7	146
tt0159097	7.2	155763
tt0159101	5.2	292
tt0159103	4.4	285
tt0159117	5.9	17
tt0159142	6.5	307
tt0159144	7.7	912
tt0159233	6.3	195
tt0159241	5.7	5499
tt0159251	6.4	452
tt0159253	6.9	17
tt0159255	6.4	17
tt0159259	4.9	309
tt0159270	3.1	403
tt0159272	6.7	2535
tt0159276	5.7	490
tt0159277	5.1	153
tt0159289	6.5	42
tt0159293	3.8	243
tt0159302	6	7
tt0159312	7	15
tt0159316	6.8	7
tt0159327	6.2	17
tt0159343	6.7	30
tt0159352	5.6	60
tt0159361	7.1	292
tt0159364	4.9	149
tt0159368	8.3	9
tt0159373	5.2	533
tt0159377	5.2	84
tt0159379	5.5	366
tt0159382	7	21838
tt0159385	6.2	40
tt0159391	5.9	1634
tt0159392	4.8	19
tt0159401	6.6	1139
tt0159404	3.5	234
tt0159415	5.7	159
tt0159420	5.7	130
tt0159421	5.7	3438
tt0159423	5.5	300
tt0159429	6.3	83
tt0159431	4.2	115
tt0159432	7.1	1028
tt0159446	5.4	321
tt0159452	2.2	9
tt0159458	6.6	154
tt0159469	5	40
tt0159470	6	27
tt0159472	4.6	198
tt0159485	7.1	5011
tt0159488	7.2	16
tt0159499	6.8	8
tt0159506	6.1	51
tt0159507	5.8	186
tt0159508	7.3	406
tt0159512	4.8	15
tt0159515	9	43
tt0159519	5.7	57
tt0159535	6.5	337
tt0159542	5.3	145
tt0159568	6.5	887
tt0159578	5.2	13
tt0159587	7.1	37
tt0159594	6.8	6
tt0159603	5.1	736
tt0159604	4.6	24
tt0159611	4.7	691
tt0159618	7.4	30
tt0159624	6.4	21
tt0159641	6.4	88
tt0159646	7.5	390
tt0159662	6	109
tt0159689	8	49
tt0159693	4.6	1578
tt0159696	6.7	1579
tt0159698	7.8	21
tt0159703	6	501
tt0159706	5.7	94
tt0159728	6	17
tt0159730	5.1	2778
tt0159731	7.1	33
tt0159751	7.9	9
tt0159752	2.8	506
tt0159757	5.6	93
tt0159758	6.4	170
tt0159764	6.2	8
tt0159765	5.5	242
tt0159768	6.7	17
tt0159772	6.3	28
tt0159780	6.7	83
tt0159783	5.9	80
tt0159786	7.9	8
tt0159787	5.3	37
tt0159789	6.8	6
tt0159795	6.2	43
tt0159797	6.2	999
tt0159808	7	46
tt0159833	4.8	140
tt0159836	7.2	12
tt0159841	5.4	6
tt0159950	8.9	20
tt0159956	7.4	15
tt0159958	4.4	100
tt0159995	6.2	1411
tt0160016	5.1	440
tt0160027	5.3	185
tt0160029	7.8	9
tt0160030	8.6	7
tt0160036	3.8	15
tt0160038	8.9	25
tt0160075	6.4	117
tt0160090	6.1	15
tt0160118	6.2	121
tt0160126	5.4	15
tt0160133	9.3	7
tt0160134	9.4	6
tt0160135	9.4	6
tt0160139	3.5	198
tt0160141	7.2	10
tt0160145	6.5	27
tt0160152	6.1	246
tt0160153	7.3	115
tt0160156	4.5	7
tt0160161	6.8	15
tt0160171	7.5	15
tt0160185	8.1	38
tt0160188	6.1	37
tt0160212	7.2	145
tt0160213	5.3	10
tt0160216	6.2	982
tt0160229	5.1	153
tt0160236	3.9	10778
tt0160244	6.2	63
tt0160245	3.6	493
tt0160249	5.6	162
tt0160250	6.3	7
tt0160259	6.2	7
tt0160266	7.9	77
tt0160273	6.2	7
tt0160278	5	152
tt0160285	5.2	132
tt0160298	5.3	1340
tt0160316	10	14
tt0160326	5.3	9
tt0160328	7.7	11
tt0160334	6.8	137
tt0160335	5.9	11
tt0160338	6	2621
tt0160339	5.9	397
tt0160356	6.3	242
tt0160367	6.9	149
tt0160376	3.5	817
tt0160388	7.3	27
tt0160393	4.9	1195
tt0160395	6.1	172
tt0160401	6.2	6701
tt0160405	3.1	118
tt0160414	5.7	208
tt0160419	6.8	13
tt0160429	4.3	4143
tt0160438	2.9	68
tt0160444	6.7	59
tt0160446	5.8	7
tt0160449	7.6	75
tt0160452	8.2	16
tt0160455	3.4	19
tt0160457	7.6	19
tt0160459	6.5	705
tt0160461	5.7	63
tt0160463	6.6	12
tt0160466	5.6	14
tt0160468	6.8	77
tt0160472	8.2	19
tt0160481	6.1	218
tt0160487	5.1	91
tt0160498	5.2	625
tt0160500	6.4	159
tt0160504	7	156
tt0160508	5.1	105
tt0160509	6.5	2158
tt0160510	8	12
tt0160513	6.5	4443
tt0160516	6.8	7
tt0160518	5.2	502
tt0160527	6.3	18
tt0160534	5.7	191
tt0160536	7.6	15
tt0160539	6.1	26
tt0160540	6	38
tt0160554	7.2	26
tt0160558	4.1	192
tt0160562	5.4	123
tt0160572	6.2	67
tt0160574	5.8	554
tt0160575	6	103
tt0160590	6.1	108
tt0160591	5.7	238
tt0160596	6.1	866
tt0160602	6.6	79
tt0160620	6	4552
tt0160623	7.4	39
tt0160648	5	7
tt0160670	7	114
tt0160672	6.7	2827
tt0160711	6	6
tt0160721	7.1	25
tt0160722	5.7	63
tt0160744	7.7	73
tt0160748	5.6	363
tt0160753	6.7	17
tt0160757	8.2	39
tt0160768	6.8	38
tt0160774	8.6	48
tt0160775	6.1	75
tt0160776	6	47
tt0160788	4.7	7
tt0160800	5.9	229
tt0160808	7.9	9
tt0160837	6.4	10
tt0160846	5.4	10
tt0160862	5.9	96744
tt0160869	6.5	113
tt0160874	7.8	13
tt0160881	6.8	15
tt0160897	6	7
tt0160903	6.8	100
tt0160910	8.5	1347
tt0160911	5.6	77
tt0160912	7	27
tt0160916	5.9	24119
tt0160941	4.2	233
tt0160942	8.2	11
tt0160948	7.3	19
tt0160958	2.4	13
tt0160959	7.9	32
tt0160966	6.5	3844
tt0160986	5.7	631
tt0160987	5.8	106
tt0160995	6.6	8
tt0160996	3.3	57
tt0161010	6	3572
tt0161023	6.7	3498
tt0161026	7.9	34
tt0161028	7.9	16
tt0161029	3.7	618
tt0161052	4.6	789
tt0161061	6.7	238
tt0161077	7.9	102
tt0161084	5.2	527
tt0161096	6.4	106
tt0161100	7	9524
tt0161106	4.5	7
tt0161107	7	36
tt0161108	6.7	20
tt0161109	5.4	183
tt0161159	6.6	104
tt0161209	6.7	114
tt0161217	7.4	13
tt0161219	5.4	389
tt0161231	5.3	149
tt0161234	7.4	13
tt0161286	5.9	16
tt0161292	6.8	8273
tt0161353	6.8	48
tt0161356	7.1	339
tt0161393	5.7	9
tt0161396	5.6	8
tt0161404	2.1	59
tt0161425	7.2	7
tt0161440	5.7	76
tt0161446	4.8	259
tt0161456	3.9	49
tt0161457	4.4	31
tt0161485	4.3	295
tt0161492	4.7	3891
tt0161505	5.5	162
tt0161514	5.9	257
tt0161532	6.6	128
tt0161540	6.8	13
tt0161542	6.2	706
tt0161544	5.9	26
tt0161572	9.2	7
tt0161574	5.6	208
tt0161614	6.8	7
tt0161644	6.1	420
tt0161665	8.3	9
tt0161674	7.4	55
tt0161690	8	7
tt0161721	6.1	147
tt0161743	6.4	409
tt0161767	4.3	253
tt0161769	7.9	9
tt0161796	6.3	74
tt0161832	5.3	234
tt0161841	4	377
tt0161868	9.1	40
tt0161877	2.7	14
tt0161915	7.7	41
tt0161935	7	1018
tt0161936	8	14
tt0161941	9.1	5916
tt0161942	4.8	1043
tt0161944	8.4	22
tt0161962	6.9	69
tt0161967	5.7	22
tt0161970	3.3	3104
tt0161977	6.9	598
tt0161978	6.9	430
tt0161979	6.9	478
tt0161981	6.8	872
tt0161988	4.1	172
tt0161989	6.1	67
tt0161992	4.8	60
tt0161993	4.4	1927
tt0161994	7	69
tt0162005	5.4	72
tt0162006	3.7	12
tt0162010	7.5	20
tt0162014	6.9	20
tt0162016	4.8	197
tt0162019	7.6	19
tt0162022	7.3	30
tt0162023	7.3	2721
tt0162024	6.1	1061
tt0162025	6.6	33
tt0162028	6.8	130
tt0162031	7	6
tt0162035	2.4	694
tt0162041	6.2	146
tt0162044	5.9	93
tt0162050	5.9	179
tt0162053	5.3	117
tt0162104	5.3	285
tt0162128	5.4	236
tt0162133	6.1	75
tt0162137	7.9	256
tt0162152	8.3	117
tt0162162	7.9	856
tt0162180	6.3	14
tt0162189	6.7	14
tt0162199	8.2	77
tt0162202	2.3	9
tt0162205	5.7	8
tt0162211	3.1	1219
tt0162212	6.9	6392
tt0162214	6.4	75
tt0162233	6.7	10
tt0162236	6.6	1530
tt0162252	5.8	138
tt0162257	5.8	6
tt0162264	7	55
tt0162265	6.9	9
tt0162276	4.2	12
tt0162281	6.8	12
tt0162286	7.6	12
tt0162294	8.1	23
tt0162295	7.6	6
tt0162300	6.6	19
tt0162301	5.5	92
tt0162310	5.7	383
tt0162315	3.8	343
tt0162326	7.2	14
tt0162344	7.8	344
tt0162345	6.9	376
tt0162348	7.7	2722
tt0162360	6.3	10039
tt0162361	6.1	54
tt0162364	8	22
tt0162402	5.8	21
tt0162406	6.9	17
tt0162420	6.2	176
tt0162421	6	41
tt0162426	7.2	4454
tt0162430	7.8	23
tt0162437	8.1	11
tt0162438	8.8	18
tt0162440	6.7	14
tt0162441	5.3	34
tt0162450	6.1	87
tt0162461	7.1	37
tt0162478	8.1	14
tt0162480	6.3	6407
tt0162495	7.6	70
tt0162509	4.5	379
tt0162513	5.5	19
tt0162527	6.1	81
tt0162540	7.3	26
tt0162555	6.5	733
tt0162556	6.4	845
tt0162558	4.9	92
tt0162563	5.8	94
tt0162571	4.9	8
tt0162577	8.5	138
tt0162604	7.7	24
tt0162625	6.7	4360
tt0162636	6.4	330
tt0162646	6.5	69
tt0162647	2.7	14
tt0162648	6	9
tt0162651	5.7	18
tt0162661	7.3	359594
tt0162662	6.1	1122
tt0162663	5.8	56
tt0162675	6.7	202
tt0162676	3.2	6
tt0162677	6.7	38974
tt0162678	6	44
tt0162679	7.6	45
tt0162681	4.7	11
tt0162686	7.3	8
tt0162696	6.9	11
tt0162700	7.4	50
tt0162709	5.9	620
tt0162710	7.2	8853
tt0162716	4.1	17
tt0162717	7.2	17
tt0162726	7.8	54
tt0162733	4.4	110
tt0162735	6.1	1204
tt0162761	7.9	10
tt0162764	5.8	7
tt0162766	4.7	1244
tt0162775	6	10
tt0162779	6.7	14
tt0162780	4.9	8
tt0162817	5.8	11
tt0162830	7.1	5142
tt0162843	7.1	21
tt0162845	3.9	44
tt0162856	6.7	10
tt0162859	4.7	75
tt0162865	7.6	12
tt0162866	7.2	6267
tt0162870	6.4	11
tt0162871	6.2	16
tt0162872	5.7	11
tt0162874	5.3	343
tt0162875	6.4	551
tt0162876	2.7	126
tt0162878	6.8	9
tt0162879	6.5	17
tt0162897	6.6	1243
tt0162898	5.2	572
tt0162899	6.3	22
tt0162900	7	36
tt0162903	6.6	501
tt0162909	7.1	584
tt0162910	8.6	29
tt0162913	6.9	10
tt0162916	6.6	24
tt0162921	3.1	13
tt0162924	4.7	221
tt0162925	8	29
tt0162930	1.7	3495
tt0162931	4.3	152
tt0162936	6.7	22
tt0162941	7.2	655
tt0162945	3.3	651
tt0162947	5.7	230
tt0162951	2.8	47
tt0162952	6.4	59
tt0162954	4.7	12
tt0162955	5.3	13
tt0162958	5.9	1998
tt0162961	7.4	63
tt0162966	5.6	9
tt0162973	7.5	14178
tt0162975	7.7	51
tt0162977	6.3	44
tt0162984	5.2	441
tt0162987	7	32
tt0162989	8	5
tt0162996	7.4	309
tt0162999	4.2	236
tt0163000	2	325
tt0163006	6.1	346
tt0163016	4.3	355
tt0163019	7.3	987
tt0163020	8.4	190
tt0163026	3.5	101
tt0163037	4.8	100
tt0163043	5.8	20
tt0163045	7.1	11
tt0163055	5.6	45
tt0163065	6.3	27
tt0163069	4.2	398
tt0163077	7.6	16
tt0163084	6.4	449
tt0163089	6.5	83
tt0163092	3.9	31
tt0163097	5.9	201
tt0163102	4.4	23
tt0163108	6.2	9
tt0163126	3.2	113
tt0163138	5.2	49
tt0163147	6.1	157
tt0163151	4.6	42
tt0163154	6.2	48
tt0163166	5.2	874
tt0163169	6.6	339
tt0163172	6.1	45
tt0163178	4.9	212
tt0163180	6.2	394
tt0163183	4.6	9
tt0163185	7.4	556
tt0163187	5.6	99156
tt0163204	6.5	27
tt0163248	5.5	126
tt0163250	7	7
tt0163256	5.4	24
tt0163262	6.8	25
tt0163274	7.6	48
tt0163281	7.9	1044
tt0163282	8	319
tt0163286	8.5	17
tt0163296	9	15
tt0163306	7.9	81
tt0163318	5.1	519
tt0163330	7.2	19
tt0163337	4.6	345
tt0163340	4.8	32
tt0163355	7.7	15
tt0163361	6.4	21
tt0163374	5.8	17
tt0163382	4.3	42
tt0163388	6	32
tt0163390	5.1	17
tt0163415	6.8	57
tt0163451	7.9	40
tt0163511	6	720
tt0163518	7.7	15
tt0163519	6	139
tt0163521	4.8	534
tt0163522	4.4	9
tt0163523	7.1	19
tt0163529	4	206
tt0163543	4.3	25
tt0163549	6.4	6
tt0163558	7.4	934
tt0163559	6.8	615
tt0163561	5.1	54
tt0163562	7.4	9
tt0163563	7	2740
tt0163566	4.7	106
tt0163567	7.5	38
tt0163576	6.8	33
tt0163579	5.2	9783
tt0163580	6.6	54
tt0163581	6.4	223
tt0163586	6.2	89
tt0163595	6.7	31
tt0163597	4	264
tt0163598	6.2	24
tt0163601	6.7	13
tt0163604	6.6	11
tt0163605	7.1	11
tt0163608	4.9	92
tt0163635	6.6	16
tt0163639	6.9	420
tt0163645	7.6	212
tt0163648	6.1	79
tt0163651	7	406540
tt0163665	5.6	79
tt0163683	6.4	9
tt0163689	5.5	43
tt0163692	5	92
tt0163693	7.8	14
tt0163715	8.6	6
tt0163718	5.8	95
tt0163721	6.5	46
tt0163723	7.4	8
tt0163728	3.5	8
tt0163730	8.4	7
tt0163740	5.7	26
tt0163747	3.3	104
tt0163754	7.1	45
tt0163756	6.7	35
tt0163763	6	26
tt0163775	6.7	7
tt0163776	7.1	170
tt0163790	7.1	28
tt0163798	5.2	261
tt0163800	4.9	296
tt0163812	5.4	18
tt0163818	6.1	5262
tt0163833	5.3	54
tt0163837	7.2	8
tt0163844	7.8	10
tt0163852	7.1	13
tt0163853	6.6	60
tt0163856	3.7	8
tt0163862	4.7	774
tt0163867	8	46
tt0163871	5.3	49
tt0163874	6.9	12
tt0163882	6.3	69
tt0163886	4.9	9
tt0163889	6	249
tt0163893	7.5	79
tt0163901	5.9	25
tt0163913	6.5	785
tt0163915	6.9	127
tt0163923	7.1	101
tt0163937	8	9
tt0163972	8.4	18
tt0163975	6.5	157
tt0163980	6.9	8
tt0163982	7.1	2896
tt0163984	5.2	1119
tt0163987	7.2	12
tt0163988	6.8	70328
tt0163991	7.5	13
tt0163994	7.2	262
tt0164001	5.3	105
tt0164005	3.8	6
tt0164008	5.7	562
tt0164012	4.7	21
tt0164013	6.7	668
tt0164015	7.5	18
tt0164016	3.7	417
tt0164018	4.2	303
tt0164020	5	21
tt0164022	6.5	132
tt0164023	6.4	1065
tt0164024	3.7	197
tt0164026	3.5	681
tt0164029	4.4	100
tt0164038	8.3	12
tt0164039	5.1	187
tt0164041	6.9	70
tt0164045	7.2	60
tt0164049	7.4	34
tt0164053	7.8	477
tt0164055	6.2	442
tt0164058	6.8	29
tt0164063	7.9	2245
tt0164070	7.9	24
tt0164077	6.4	12
tt0164081	7.1	11
tt0164082	6.3	600
tt0164085	7	6097
tt0164092	4.3	21
tt0164096	8.5	21
tt0164100	4.2	42
tt0164102	4.5	15
tt0164105	5.8	20
tt0164106	7.1	16
tt0164108	5.7	11019
tt0164110	6.8	345
tt0164111	4	6
tt0164114	5.7	19958
tt0164127	8.1	175
tt0164136	7.6	73
tt0164172	7.6	6
tt0164173	4.2	7
tt0164174	6.3	273
tt0164179	7.6	480
tt0164181	6.9	82098
tt0164188	5.7	52
tt0164201	5.7	34
tt0164203	6.5	100
tt0164206	7	23
tt0164211	5.3	288
tt0164218	5.9	19
tt0164221	5.1	2939
tt0164307	4.2	23
tt0164309	4.7	14
tt0164310	7.5	99
tt0164311	6	22
tt0164312	8.2	2664
tt0164313	5.9	57
tt0164317	6.7	373
tt0164336	4	308
tt0164356	6.9	35
tt0164368	6.6	2313
tt0164394	8.4	135
tt0164409	6.3	36
tt0164419	5.3	559
tt0164424	4.5	47
tt0164443	5.9	109
tt0164451	6.1	66
tt0164466	6.3	14
tt0164470	5	102
tt0164473	5.2	348
tt0164491	3.8	23
tt0164528	5.6	92
tt0164530	6.1	105
tt0164538	7.5	28978
tt0164550	5.5	7724
tt0164551	5.2	60
tt0164553	6.6	5
tt0164579	4.2	6
tt0164583	8.2	27
tt0164584	3.3	10
tt0164595	6.9	39
tt0164610	8.6	8
tt0164617	4.7	55
tt0164626	7.4	12
tt0164629	8.3	14
tt0164630	4.8	57
tt0164633	5.6	13
tt0164640	6.3	24
tt0164648	6.1	616
tt0164657	8	174
tt0164660	8.3	20
tt0164689	3.5	43
tt0164697	8	41
tt0164700	5.5	91
tt0164710	4.7	7
tt0164711	6.1	2815
tt0164715	6.6	19
tt0164718	5.8	240
tt0164719	5.7	9
tt0164723	6.8	13
tt0164728	5.6	132
tt0164741	7.1	13
tt0164746	7.3	7
tt0164749	2.8	30
tt0164753	7.7	17
tt0164756	7.1	7873
tt0164767	6.1	84
tt0164768	6	52
tt0164786	4.9	59
tt0164798	8.9	104
tt0164802	3.6	521
tt0164803	6.6	20
tt0164807	4.7	300
tt0164814	9	20
tt0164827	6.8	20
tt0164838	6.5	14
tt0164839	6.3	222
tt0164841	7.8	587
tt0164845	9.2	21
tt0164856	8.7	8
tt0164857	6.6	6
tt0164861	4.9	90
tt0164873	6.6	11
tt0164874	4.3	114
tt0164876	4.2	168
tt0164877	6.5	2920
tt0164887	4.8	187
tt0164895	5.8	88
tt0164912	6	136002
tt0164917	6.5	3936
tt0164932	8.9	18
tt0164936	5.3	8
tt0164964	7.4	13
tt0164968	3.5	24
tt0164974	8.5	835
tt0164981	6	10
tt0164985	7.3	16
tt0164987	6.4	980
tt0164988	5.5	21
tt0164991	5.1	73
tt0164993	6.3	8298
tt0165025	7.3	148
tt0165078	7.6	12191
tt0165084	5.8	15
tt0165086	5.4	442
tt0165097	5.6	996
tt0165098	4.1	188
tt0165099	5.5	113
tt0165107	3.3	343
tt0165113	6.1	319
tt0165114	4.7	66
tt0165128	5.3	118
tt0165163	4.9	27
tt0165165	6.2	68
tt0165175	5.2	31
tt0165179	7.4	243
tt0165196	6.8	1363
tt0165210	6.5	13
tt0165251	3	229
tt0165275	7.7	422
tt0165291	7.5	22
tt0165297	7	1778
tt0165303	3.3	1513
tt0165306	4.2	356
tt0165308	8.5	23
tt0165324	7.5	185
tt0165341	7.6	92
tt0165369	6.3	207
tt0165382	6.2	145
tt0165384	6.2	1386
tt0165390	6.6	48
tt0165393	6.6	418
tt0165396	4.2	1546
tt0165398	5.6	132
tt0165401	3.4	70
tt0165403	4.9	60
tt0165405	6	315
tt0165408	5.4	20
tt0165409	6.2	361
tt0165410	5.7	23
tt0165414	4.8	118
tt0165418	7.9	14
tt0165423	6.1	294
tt0165426	6.4	80
tt0165438	7.2	8
tt0165444	4.7	12
tt0165445	5.6	367
tt0165446	5.2	33
tt0165454	5.6	1193
tt0165457	7.1	30
tt0165459	5.6	18
tt0165461	5.4	265
tt0165469	4.8	11
tt0165489	3.8	696
tt0165494	3.3	5218
tt0165499	6.3	3953
tt0165506	7.8	18
tt0165507	7.8	22
tt0165524	6.8	62
tt0165532	6.9	22
tt0165533	6.5	21
tt0165543	7.2	1363
tt0165544	4.1	11
tt0165546	8	11015
tt0165587	6.1	535
tt0165607	6.3	87
tt0165608	6.3	39
tt0165628	5.4	191
tt0165634	6.5	2673
tt0165643	5	5889
tt0165650	5.9	49
tt0165665	5	15
tt0165709	3.7	59
tt0165710	6.8	39575
tt0165716	3.1	77
tt0165718	3.3	10
tt0165753	7.1	30
tt0165773	7	7960
tt0165798	7.5	91564
tt0165801	7.4	12
tt0165802	7.1	46
tt0165807	6	317
tt0165820	6.9	18
tt0165821	7.9	39
tt0165828	6.9	395
tt0165829	8.1	22
tt0165831	5.2	3853
tt0165833	5.8	76
tt0165840	3.5	88
tt0165846	4.9	669
tt0165854	6.9	32877
tt0165857	3.7	324
tt0165859	7	6796
tt0165861	7.4	67
tt0165863	3.6	33
tt0165864	5.6	25
tt0165866	6.6	1317
tt0165870	2.8	1198
tt0165874	6.3	6320
tt0165884	4.9	60
tt0165885	6.5	23
tt0165890	6.8	51
tt0165895	5.3	475
tt0165901	7.8	774
tt0165905	5.6	695
tt0165909	7.5	82
tt0165912	5.6	15
tt0165916	5.1	125
tt0165921	6.8	435
tt0165946	6.5	110
tt0165956	8.5	17
tt0165962	6	5
tt0165963	4	71
tt0165964	8.1	606
tt0165977	7.8	8
tt0165979	4.6	6
tt0165984	4.8	36
tt0165985	7.8	1664
tt0165986	6.7	462
tt0165987	4.2	12
tt0165988	8.2	25
tt0165994	5.2	673
tt0165995	8.5	28
tt0165997	4.3	153
tt0165998	6.3	467
tt0166002	5.8	622
tt0166007	7.3	33
tt0166014	4.4	79
tt0166021	5.6	18
tt0166029	5.2	27
tt0166054	5.5	17
tt0166070	4.7	61
tt0166090	5.9	548
tt0166104	2.6	14
tt0166106	7.3	171
tt0166108	4.7	77
tt0166120	6.3	148
tt0166121	6.6	125
tt0166123	4.8	102
tt0166152	6.8	44
tt0166160	5.9	188
tt0166163	6	142
tt0166169	7.5	510
tt0166173	7.7	26
tt0166175	6.9	19344
tt0166176	6.4	90
tt0166177	7	28
tt0166179	5.9	77
tt0166195	5	7406
tt0166199	4.4	381
tt0166219	4.9	334
tt0166221	5.5	87
tt0166222	4.1	766
tt0166227	7.1	53
tt0166233	7.6	1110
tt0166234	5.5	67
tt0166236	6.5	31
tt0166238	5.3	9
tt0166246	4.7	16
tt0166247	6.3	122
tt0166252	5.5	4480
tt0166275	7.8	34
tt0166280	6	105
tt0166282	5.9	34
tt0166283	4.6	118
tt0166284	7	95
tt0166286	6	49
tt0166287	6.9	1569
tt0166290	4.4	11
tt0166298	6.4	54
tt0166308	5	305
tt0166314	6.5	1033
tt0166321	5.4	506
tt0166322	5.6	4149
tt0166325	5	11
tt0166332	7.2	5
tt0166335	3.8	200
tt0166342	7.4	84
tt0166349	3.8	138
tt0166350	5.9	741
tt0166365	6.8	18
tt0166366	7.3	296
tt0166372	8.2	6
tt0166374	6.8	92
tt0166375	5.6	8
tt0166379	3.8	320
tt0166382	5.4	88
tt0166383	6.8	316
tt0166387	8.6	324
tt0166396	7.3	26750
tt0166397	7.5	9
tt0166404	6.4	18
tt0166406	6.3	39
tt0166431	8.2	6
tt0166471	6.3	728
tt0166483	6.4	83
tt0166485	6.7	37538
tt0166486	8.3	453
tt0166487	6.1	122
tt0166488	6.9	19
tt0166494	6.5	17
tt0166496	3.7	61
tt0166497	7.3	209
tt0166501	5.6	57
tt0166503	6.9	602
tt0166506	7.1	30
tt0166509	6.2	16
tt0166515	3.7	54
tt0166525	7.1	23
tt0166533	6	24
tt0166540	5.6	116
tt0166556	6.9	5098
tt0166560	5.7	120
tt0166568	8.2	59
tt0166571	5.8	24
tt0166581	7.1	93
tt0166595	6.1	10
tt0166597	6.6	56
tt0166601	5.7	640
tt0166603	7.2	9
tt0166604	6.5	2468
tt0166621	5.9	172
tt0166635	6.6	358
tt0166641	5.7	24
tt0166649	7.1	45
tt0166651	5.5	76
tt0166653	4.3	3534
tt0166656	5.8	100
tt0166663	8.9	10
tt0166665	6.8	22
tt0166666	7.4	65
tt0166667	6	10
tt0166671	7.2	7
tt0166681	4.3	186
tt0166682	6.4	109
tt0166687	6.7	12
tt0166688	7.2	13
tt0166695	5.4	322
